datetime,open,high,low,close,volume
2025-05-13 06:00:00,80327.82,80589.54,79938.80,80259.26,12405
2025-05-13 07:00:00,80259.26,80379.06,80178.86,80271.52,18528
2025-05-13 08:00:00,80271.52,80525.45,79878.91,80495.09,1014
2025-05-13 09:00:00,80495.09,80827.10,80395.92,80777.30,11553
2025-05-13 10:00:00,80777.30,81664.92,80629.52,81046.93,6927
2025-05-13 11:00:00,81046.93,81090.47,80577.93,80809.27,5540
2025-05-13 12:00:00,80809.27,80952.09,80614.02,80641.55,13201
2025-05-13 13:00:00,80641.55,81491.16,80039.27,81338.64,15749
2025-05-13 14:00:00,81338.64,82001.86,81022.19,81521.50,14280
2025-05-13 15:00:00,81521.50,82137.90,81287.69,82099.62,15083
2025-05-13 16:00:00,82099.62,82307.55,81789.43,82290.43,13366
2025-05-13 17:00:00,82290.43,82791.89,82044.45,82583.18,2695
2025-05-13 18:00:00,82583.18,83416.62,82290.28,82887.32,8746
2025-05-13 19:00:00,82887.32,83008.93,82635.63,82985.42,9803
2025-05-13 20:00:00,82985.42,83839.19,82937.86,83641.66,14749
2025-05-13 21:00:00,83641.66,84306.55,83493.72,84167.35,19753
2025-05-13 22:00:00,84167.35,84461.69,84023.19,84350.43,3822
2025-05-13 23:00:00,84350.43,84626.33,84280.08,84618.25,1215
2025-05-14 00:00:00,84618.25,85639.42,84593.36,85441.48,4992
2025-05-14 01:00:00,85441.48,85591.45,84904.17,85279.60,15073
2025-05-14 02:00:00,85279.60,86198.78,85023.73,85810.94,1173
2025-05-14 03:00:00,85810.94,86481.30,85739.17,86467.16,7398
2025-05-14 04:00:00,86467.16,87351.83,86289.92,87308.08,3151
2025-05-14 05:00:00,87308.08,88472.33,87061.57,88106.24,12148
2025-05-14 06:00:00,88106.24,88333.63,87899.32,88003.83,5648
2025-05-14 07:00:00,88003.83,88630.41,87699.71,88552.97,5968
2025-05-14 08:00:00,88552.97,88786.46,87856.92,88633.53,9382
2025-05-14 09:00:00,88633.53,89303.24,88396.18,89189.99,16084
2025-05-14 10:00:00,89189.99,90011.45,89080.00,89482.70,13422
2025-05-14 11:00:00,89482.70,90102.78,89222.08,90071.43,6406
2025-05-14 12:00:00,90071.43,90359.96,89303.74,90023.35,15347
2025-05-14 13:00:00,90023.35,90368.26,89829.20,90320.03,3382
2025-05-14 14:00:00,90320.03,90880.85,89669.80,90768.44,9108
2025-05-14 15:00:00,90768.44,91304.07,90537.56,91221.85,5963
2025-05-14 16:00:00,91221.85,91936.18,90694.04,91830.78,16651
2025-05-14 17:00:00,91830.78,93352.68,91666.46,92831.64,6391
2025-05-14 18:00:00,92831.64,93190.08,92381.82,92673.84,8531
2025-05-14 19:00:00,92673.84,93248.10,92582.62,92940.00,7247
2025-05-14 20:00:00,92940.00,93178.51,91951.18,92471.77,17487
2025-05-14 21:00:00,92471.77,93242.81,92405.06,92966.22,11341
2025-05-14 22:00:00,92966.22,94548.03,92349.41,93878.89,14690
2025-05-14 23:00:00,93878.89,94779.31,93758.43,94197.99,2481
2025-05-15 00:00:00,94197.99,95190.12,94127.06,94947.29,8294
2025-05-15 01:00:00,94947.29,96095.86,94727.25,96073.57,18973
2025-05-15 02:00:00,96073.57,96532.21,95904.12,96505.36,11787
2025-05-15 03:00:00,96505.36,97405.49,96503.47,97151.25,17752
2025-05-15 04:00:00,97151.25,98185.12,96823.56,97819.67,9619
2025-05-15 05:00:00,97819.67,98517.21,97268.52,97732.76,14442
2025-05-15 06:00:00,97732.76,97820.52,97238.33,97439.19,5061
2025-05-15 07:00:00,97439.19,97657.00,97071.76,97509.11,18689
2025-05-15 08:00:00,97509.11,97962.50,97288.45,97369.21,1920
2025-05-15 09:00:00,97369.21,97910.76,97188.21,97885.51,10156
2025-05-15 10:00:00,97885.51,98113.82,97006.80,97129.45,13051
2025-05-15 11:00:00,97129.45,97203.61,95960.78,96470.09,6581
2025-05-15 12:00:00,96470.09,96582.20,95570.86,95899.80,3851
2025-05-15 13:00:00,95899.80,96492.83,95588.44,96225.73,17850
2025-05-15 14:00:00,96225.73,96469.90,95980.90,96347.86,17258
2025-05-15 15:00:00,96347.86,96559.65,95970.89,96499.09,17605
2025-05-15 16:00:00,96499.09,97090.17,96244.05,96572.74,12406
2025-05-15 17:00:00,96572.74,96606.15,96550.35,96592.64,19129
2025-05-15 18:00:00,96592.64,96594.42,95919.72,96478.83,6116
2025-05-15 19:00:00,96478.83,96987.54,96384.92,96800.69,12418
2025-05-15 20:00:00,96800.69,97098.53,96706.43,96938.43,11122
2025-05-15 21:00:00,96938.43,97638.53,96605.55,97304.24,19104
2025-05-15 22:00:00,97304.24,97740.20,97038.07,97504.64,11502
2025-05-15 23:00:00,97504.64,98004.91,97410.21,97778.39,6597
2025-05-16 00:00:00,97778.39,98288.77,97603.45,98034.22,18334
2025-05-16 01:00:00,98034.22,99385.55,97622.62,99196.05,7048
2025-05-16 02:00:00,99196.05,100400.44,98901.39,100377.14,8875
2025-05-16 03:00:00,100377.14,101404.80,100356.65,101144.95,8544
2025-05-16 04:00:00,101144.95,101229.33,100403.78,100526.77,9209
2025-05-16 05:00:00,100526.77,101545.62,100509.59,101048.18,17678
2025-05-16 06:00:00,101048.18,102355.48,100893.70,101943.70,4956
2025-05-16 07:00:00,101943.70,102901.19,101792.53,102406.79,8375
2025-05-16 08:00:00,102406.79,102757.00,101477.11,101951.08,18753
2025-05-16 09:00:00,101951.08,102174.50,101479.35,102055.76,9970
2025-05-16 10:00:00,102055.76,103538.06,101724.52,103533.45,14078
2025-05-16 11:00:00,103533.45,103899.65,103456.43,103696.26,5236
2025-05-16 12:00:00,103696.26,104056.77,103185.70,103254.39,5421
2025-05-16 13:00:00,103254.39,103707.71,103244.52,103411.95,14890
2025-05-16 14:00:00,103411.95,104614.46,103202.59,104130.30,9476
2025-05-16 15:00:00,104130.30,104496.80,103835.10,104418.92,12942
2025-05-16 16:00:00,104418.92,104581.06,103791.93,104114.76,11843
2025-05-16 17:00:00,104114.76,104373.71,102988.64,103328.79,13154
2025-05-16 18:00:00,103328.79,103858.83,103263.92,103666.80,15145
2025-05-16 19:00:00,103666.80,103700.62,102705.54,103117.01,5388
2025-05-16 20:00:00,103117.01,104184.15,102348.37,103817.20,4275
2025-05-16 21:00:00,103817.20,104936.19,103753.30,104629.75,10968
2025-05-16 22:00:00,104629.75,105145.18,104407.14,105059.85,11246
2025-05-16 23:00:00,105059.85,105562.17,104570.81,105306.81,10968
2025-05-17 00:00:00,105306.81,105719.03,105212.23,105502.60,13844
2025-05-17 01:00:00,105502.60,105654.52,104753.22,105169.96,1814
2025-05-17 02:00:00,105169.96,105293.69,104400.47,104575.01,9588
2025-05-17 03:00:00,104575.01,104908.48,103856.14,103874.66,9205
2025-05-17 04:00:00,103874.66,103923.07,102817.60,103174.76,1660
2025-05-17 05:00:00,103174.76,103858.31,102862.46,103801.11,7289
2025-05-17 06:00:00,103801.11,104645.42,103392.19,104558.44,16058
2025-05-17 07:00:00,104558.44,104879.29,104254.22,104383.55,11044
2025-05-17 08:00:00,104383.55,105286.05,104212.31,104478.10,4899
2025-05-17 09:00:00,104478.10,104850.54,103745.35,104112.92,12620
2025-05-17 10:00:00,104112.92,104455.23,103832.73,103992.27,5984
2025-05-17 11:00:00,103992.27,105046.59,103432.55,104514.49,10736
2025-05-17 12:00:00,104514.49,104907.84,104405.17,104852.71,1558
2025-05-17 13:00:00,104852.71,105305.81,104746.92,105199.98,10910
2025-05-17 14:00:00,105199.98,105397.77,104930.57,105388.51,10141
2025-05-17 15:00:00,105388.51,105663.60,104989.53,105634.87,6661
2025-05-17 16:00:00,105634.87,105887.65,104779.82,105063.37,3466
2025-05-17 17:00:00,105063.37,105274.89,105045.03,105264.28,14675
2025-05-17 18:00:00,105264.28,105467.62,103946.03,104169.45,17990
2025-05-17 19:00:00,104169.45,104437.20,103914.44,104088.25,2244
2025-05-17 20:00:00,104088.25,104469.83,103817.84,104079.31,13942
2025-05-17 21:00:00,104079.31,104128.16,103817.51,104114.68,11462
2025-05-17 22:00:00,104114.68,104821.48,102770.98,102913.88,14090
2025-05-17 23:00:00,102913.88,103319.01,102845.76,103219.96,16533
2025-05-18 00:00:00,103219.96,103266.38,102015.79,102385.72,7345
2025-05-18 01:00:00,102385.72,102815.89,100859.57,100925.94,19185
2025-05-18 02:00:00,100925.94,101143.05,100620.39,100665.69,2150
2025-05-18 03:00:00,100665.69,100979.76,99901.89,100430.44,9142
2025-05-18 04:00:00,100430.44,100715.00,99371.43,99404.68,18332
2025-05-18 05:00:00,99404.68,99689.35,99005.32,99367.15,1125
2025-05-18 06:00:00,99367.15,99402.78,98860.53,99100.94,7189
2025-05-18 07:00:00,99100.94,99124.67,98602.95,98886.49,11983
2025-05-18 08:00:00,98886.49,99095.26,98035.93,98057.92,15325
2025-05-18 09:00:00,98057.92,98901.96,97913.23,98256.92,18053
2025-05-18 10:00:00,98256.92,98468.26,97841.24,98110.25,3936
2025-05-18 11:00:00,98110.25,98285.30,97121.75,97806.55,12911
2025-05-18 12:00:00,97806.55,98130.45,96568.69,97046.90,18289
2025-05-18 13:00:00,97046.90,97104.86,96016.90,96504.69,15482
2025-05-18 14:00:00,96504.69,96705.91,96097.17,96179.78,17791
2025-05-18 15:00:00,96179.78,96261.13,95006.09,95110.57,15490
2025-05-18 16:00:00,95110.57,95261.51,94496.40,94542.26,1863
2025-05-18 17:00:00,94542.26,95074.41,94254.78,94967.61,17822
2025-05-18 18:00:00,94967.61,95274.97,94339.30,94721.24,4817
2025-05-18 19:00:00,94721.24,95183.31,94274.80,94527.18,8229
2025-05-18 20:00:00,94527.18,94563.69,93934.52,94157.13,14589
2025-05-18 21:00:00,94157.13,94483.38,94133.15,94371.07,5529
2025-05-18 22:00:00,94371.07,94998.30,93988.35,94668.05,9496
2025-05-18 23:00:00,94668.05,95169.95,94428.37,94607.98,12060
2025-05-19 00:00:00,94607.98,94663.89,93933.73,94226.95,2055
2025-05-19 01:00:00,94226.95,94607.66,94071.69,94390.64,10491
2025-05-19 02:00:00,94390.64,94989.07,94351.87,94665.29,10599
2025-05-19 03:00:00,94665.29,94759.55,93935.39,94407.01,8827
2025-05-19 04:00:00,94407.01,94694.32,94194.47,94481.51,17622
2025-05-19 05:00:00,94481.51,94733.97,94421.52,94581.43,9215
2025-05-19 06:00:00,94581.43,94904.40,94546.20,94828.90,16171
2025-05-19 07:00:00,94828.90,94841.56,94569.17,94735.27,8688
2025-05-19 08:00:00,94735.27,95103.46,93990.72,94285.80,1620
2025-05-19 09:00:00,94285.80,94430.12,93911.59,94180.04,10568
2025-05-19 10:00:00,94180.04,94581.57,93378.66,93836.97,9841
2025-05-19 11:00:00,93836.97,93849.12,93519.56,93664.66,3708
2025-05-19 12:00:00,93664.66,94209.82,93460.72,94193.63,5690
2025-05-19 13:00:00,94193.63,95028.84,94085.79,94439.26,15666
2025-05-19 14:00:00,94439.26,94887.73,94109.45,94287.92,9594
2025-05-19 15:00:00,94287.92,94547.18,93935.48,94310.91,17895
2025-05-19 16:00:00,94310.91,94504.84,94147.41,94422.80,9716
2025-05-19 17:00:00,94422.80,94588.46,93767.11,94463.49,15915
2025-05-19 18:00:00,94463.49,94938.59,93972.92,94112.39,7706
2025-05-19 19:00:00,94112.39,94307.75,93572.03,93749.95,7921
2025-05-19 20:00:00,93749.95,93860.09,92179.24,92577.65,5072
2025-05-19 21:00:00,92577.65,92768.09,92420.35,92433.90,9043
2025-05-19 22:00:00,92433.90,93335.11,92135.84,93191.01,2816
2025-05-19 23:00:00,93191.01,93352.67,92475.68,92680.81,16535
2025-05-20 00:00:00,92680.81,93365.32,92616.70,93236.28,17516
2025-05-20 01:00:00,93236.28,93335.46,92689.33,92691.74,6590
2025-05-20 02:00:00,92691.74,93346.77,92077.28,92316.12,16931
2025-05-20 03:00:00,92316.12,93036.14,92232.74,92688.14,10552
2025-05-20 04:00:00,92688.14,92767.35,91942.49,92054.43,8205
2025-05-20 05:00:00,92054.43,92397.13,91306.18,91636.63,7110
2025-05-20 06:00:00,91636.63,92496.76,91153.49,92014.86,6171
2025-05-20 07:00:00,92014.86,92442.64,91614.16,91745.63,8576
2025-05-20 08:00:00,91745.63,91946.22,91742.94,91942.49,15635
2025-05-20 09:00:00,91942.49,93195.39,91764.54,92941.47,17016
2025-05-20 10:00:00,92941.47,93413.86,92127.88,92298.37,10510
2025-05-20 11:00:00,92298.37,92847.52,92140.22,92695.53,11136
2025-05-20 12:00:00,92695.53,93586.12,92314.84,93395.94,5520
2025-05-20 13:00:00,93395.94,93913.85,92992.76,93212.30,12897
2025-05-20 14:00:00,93212.30,93362.00,92751.60,92976.97,16930
2025-05-20 15:00:00,92976.97,93469.91,92556.94,93196.62,19560
2025-05-20 16:00:00,93196.62,93523.17,92960.86,93342.44,17296
2025-05-20 17:00:00,93342.44,94213.06,92458.00,93897.51,17658
2025-05-20 18:00:00,93897.51,94094.31,92851.89,93111.35,17181
2025-05-20 19:00:00,93111.35,93271.30,92629.45,92941.22,8153
2025-05-20 20:00:00,92941.22,93492.66,92690.01,93279.19,3032
2025-05-20 21:00:00,93279.19,93530.12,93100.50,93396.69,2456
2025-05-20 22:00:00,93396.69,93995.48,92713.21,93084.18,17422
2025-05-20 23:00:00,93084.18,93386.00,92924.30,93298.34,14436
2025-05-21 00:00:00,93298.34,93608.54,92592.55,93425.62,5788
2025-05-21 01:00:00,93425.62,93918.33,92998.90,93173.85,7286
2025-05-21 02:00:00,93173.85,93279.75,92104.13,92603.21,4803
2025-05-21 03:00:00,92603.21,92795.12,92589.89,92666.45,18905
